AS_cluster_name	name	bin	length	contig_edge	completeness	contamination	N50	size	P_final	C_final	O_final	F_final	G_final	S_final	P_gtdb	C_gtdb	O_gtdb	F_gtdb	G_gtdb	S_gtdb	phylum	class	order	family	genus	species	final_product	coverage	distance
c00043_contig_...region001	contig_18019:1.0-36986.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	22829	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	NRPS-like	7.914120210448	580
c00507_contig_...region001_1	contig_14545:1.0-56652.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	39387	True	NA	NA	NA	NA	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Methylomirabilota	Methylomirabilia	Rokubacteriales	GWA2-73-35	not classified	not classified	arylpolyene	4.84251510720389	1704
c01587_contig_...region001	contig_788:1.0-63443.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20582	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	not classified	not classified	not classified	terpene	4.28921309127145	874
c01841_contig_...region001_2	contig_59444:1.0-22181.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20540	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	not classified	not classified	terpene	10.78772845953	797
c00222_contig_...region001_1	contig_1223:1.0-314688.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21512	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	not classified	not classified	not classified	terpene	9.22705136451346	909
c01845_contig_...region001	contig_17973:1.0-5280.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	5204	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	other	17.2836279784781	437
c01269_contig_...region002	contig_1734:1.0-359430.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20690	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	hserlactone	114.356161717814	427
c00143_contig_...region001	contig_34293:1.0-59111.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	37278	True	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	not classified	not classified	not classified	not classified	NRPS	4.3784898103428	782
c01841_contig_...region001_1	contig_48029:1.0-198775.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.85	41548	False	65.53	0	917873	3395304	Chloroflexota_A	Ellin6529	CSP1-4	CSP1-4	not classified	not classified	Chloroflexota_A	Ellin6529	CSP1-4	CSP1-4	not classified	not classified	Chloroflexota_A	Ellin6529	CSP1-4	CSP1-4	not classified	not classified	NRPS-like	13.1825817016446	1896
c01763_contig_...region001	contig_17881:1.0-250356.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41203	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	not classified	not classified	not classified	arylpolyene	8.07486394706775	1885
c00059_contig_...region001	contig_14091:46603.0-630745.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.57	10921	False	88.15	1.535	560344	4084934	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhizobacter	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Rhizobacter	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	not classified	not classified	bacteriocin	17.0054783314108	962
c00875_contig_...region001_1	contig_10944:1.0-93776.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41632	False	NA	NA	NA	NA	Chloroflexota_A	Ellin6529	QHBO01	QHBO01	QHBO01	QHBO01 sp003243965	not classified	not classified	not classified	not classified	not classified	not classified	Chloroflexota_A	Ellin6529	QHBO01	QHBO01	QHBO01	QHBO01 sp003243965	phosphonate	19.4736466097267	1525
c00927_contig_...region001	contig_58410:1.0-52470.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	45370	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	NRPS_hybrid	9.00876246711709	1140
c01170_contig_...region001	contig_42345:1.0-118675.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20834	False	NA	NA	NA	NA	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	not classified	terpene	13.2208929019313	883
c01406_contig_...region001	contig_2368:1.0-97779.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	28875	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	not classified	not classified	betalactone	8.78357771863665	990
c01054_contig_...region001	contig_56388:1.0-87253.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10567	False	NA	NA	NA	NA	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	not classified	not classified	bacteriocin	5.00589930187798	513
c00150_contig_...region001	contig_59635:1.0-54714.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	54694	True	NA	NA	NA	NA	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	NRPS	4.958459794493	1245
c01855_contig_...region001	contig_8174:1.0-104234.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.52	29353	False	87.03	1.293	263544	2843828	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	70-9	RSA11	RSA11 sp002919115	betalactone	14.3127291775799	1627
c01290_contig_...region001	contig_49691:1.0-40060.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	38174	True	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	Burkholderiales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	Burkholderiales	not classified	not classified	not classified	T3PKS	4.91059923882491	1199
c01477_contig_...region002	contig_15536:1.0-1440034.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.34	40260	False	95.54	1.143	990805	6904799	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001705835	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001705835	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	not classified	NRPS-like	21.6712547517967	814
c01477_contig_...region001_1	contig_15536:1.0-1440034.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.34	21001	False	95.54	1.143	990805	6904799	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001705835	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp001705835	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	not classified	phenazine	21.6712547517967	1061
c01247_contig_...region001	contig_4964:1.0-305951.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41287	False	NA	NA	NA	NA	Patescibacteria	Microgenomatia	Levybacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Patescibacteria	Microgenomatia	Levybacterales	not classified	not classified	not classified	NRPS-like	10.5079214867268	1896
c00136_contig_...region001	contig_2722:1.0-115685.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	12049	True	NA	NA	NA	NA	Chloroflexota	UBA2235	UBA12225	UBA12225	UBA12225	UBA12225 sp002347925	not classified	not classified	not classified	not classified	not classified	not classified	Chloroflexota	UBA2235	UBA12225	UBA12225	UBA12225	UBA12225 sp002347925	terpene	4.97898598778776	956
c01429_contig_...region001	contig_38115:1.0-61560.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	32950	True	NA	NA	NA	NA	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Actinobacteria	not classified	not classified	not classified	not classified	other	54.7351973950655	437
c00469_contig_...region001	contig_665:19465.0-375939.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10903	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	UBA7966	UBA7966	USCg-Taylor	USCg-Taylor sp002007425	bacteriocin	108.909340466363	899
c00142_contig_...region001	contig_6313:1.0-180613.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	23416	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	lassopeptide	25.8761177584479	838
c00692_contig_...region001_1	contig_39486:1.0-161347.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20150	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea	not classified	lassopeptide	6.59234853776588	560
c01040_contig_...region001	contig_4697:1.0-112228.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20282	False	NA	NA	NA	NA	Actinobacteriota	Thermoleophilia	Solirubrobacterales	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Thermoleophilia	Solirubrobacterales	not classified	not classified	not classified	terpene	20.5167869245281	713
c00560_contig_...region001	contig_20687:1.0-161456.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21610	False	NA	NA	NA	NA	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	not classified	not classified	terpene	7.59465597037951	806
c00808_contig_...region001	contig_37299:1.0-102796.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	33460	True	NA	NA	NA	NA	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	Acidimicrobiia	not classified	not classified	not classified	not classified	other	13.7585370841001	668
c00281_contig_...region001_1	contig_10289:1.0-85570.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	20921	False	NA	NA	NA	NA	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	not classified	not classified	not classified	not classified	not classified	not classified	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Palsa-1392	Palsa-1392 sp003169975	terpene	15.1529171528588	1065
c00754_contig_...region001	contig_32856:1.0-33851.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21083	False	NA	NA	NA	NA	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Actinobacteriota	not classified	not classified	not classified	not classified	not classified	terpene	17.3433804229215	600
c01830_contig_...region002	contig_17959:1.0-1640407.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.111	41200	False	83.45	3.424	1030787	6336172	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus	not classified	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	not classified	not classified	ladderane	13.0470024325244	920
c01059_contig_...region001_1	contig_23269:1.0-223254.0_pilon_pilon_pilon_pilon_pilon_pilon	bin.68	35557	False	70.88	0.951	538299	3208816	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	not classified	not classified	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	not classified	not classified	Bacteroidota	Bacteroidia	not classified	not classified	not classified	not classified	lanthipeptide	9.68901793964174	565
c01626_contig_...region001	contig_1980:1.0-267934.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	21857	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	terpene	37.3464859575956	1170
c01157_contig_...region001	contig_9410:1.0-164643.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41872	False	NA	NA	NA	NA	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Proteobacteria	Gammaproteobacteria	not classified	not classified	not classified	not classified	NRPS-like	15.9295811328068	1264
c00070_contig_...region001	contig_3421:1.0-194953.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	41266	False	NA	NA	NA	NA	Planctomycetota	UBA11346	UBA11346	UBA11346	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Planctomycetota	UBA11346	UBA11346	UBA11346	not classified	not classified	T3PKS	10.282310159115	1390
c00430_contig_...region001	contig_30226:1.0-92850.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	25265	True	NA	NA	NA	NA	Myxococcota	Polyangia	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Myxococcota	Polyangia	not classified	not classified	not classified	not classified	arylpolyene	4.43664299049377	1435
c00650_contig_...region001	contig_10694:1.0-72649.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	42025	False	NA	NA	NA	NA	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	2-12-FULL-66-21	not classified	not classified	NRPS-like	8.01136332854782	1248
c01333_contig_...region001	contig_380:1.0-81628.0_pilon_pilon_pilon_pilon_pilon_pilon	NA	10816	False	NA	NA	NA	NA	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	not classified	not classified	not classified	not classified	not classified	not classified	not classified	not classified	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	not classified	not classified	bacteriocin	7.95812415670925	802
