BGC_region,Class,Category,Start,End,Length,MAG,Taxonomy,CC,Family
CSMAG_5930_contig_6398_polypolish.region001,RRE-containing,RiPP,16888,31236,14349,CSMAG_5930,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__,1,FAM_03770
CSMAG_6058_contig_24445_polypolish.region001,acyl_amino_acids,other,1,36512,36512,CSMAG_6058,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__,125660,FAM_14374
CSMAG_4845_contig_16423.region001,RRE-containing,RiPP,73959,94240,20282,CSMAG_4845,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JAICSD01;s__,124164,FAM_03735
CSMAG_6147_contig_13283_polypolish.region002,NRPS.NRPS-like,NRPS,100382,174568,74187,CSMAG_6147,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JBBJMR01;s__,120041,FAM_03718
CSMAG_7785_contig_132568_polypolish.region001,cyclic-lactone-autoinducer,RiPP,52481,69403,16923,CSMAG_7785,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__,125680,FAM_14375
CSMAG_5135_contig_64632_polypolish.region001,ranthipeptide,RiPP,73674,95058,21385,CSMAG_5135,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__DASXTC01;g__;s__,1254,FAM_00350
CSMAG_2690_contig_11925_polypolish.region001,terpene,terpene,21296,42165,20870,CSMAG_2690,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__,130,FAM_00074
CSMAG_5943_contig_53511.region001,arylpolyene,other,52908,99193,46286,CSMAG_5943,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__,6196,FAM_01042
CSMAG_4423_contig_37967_polypolish.region001,NI-siderophore.lassopeptide,RiPP.other,74628,97286,22659,CSMAG_4423,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Peristeroidobacter;s__,125696,FAM_14376
CSMAG_3711_contig_98699_polypolish.region001,T3PKS,PKS,15635,56738,41104,CSMAG_3711,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__JAREAF01;g__JAREAF01;s__JAREAF01 sp035456545,6838,FAM_01113
CSMAG_3522_contig_12157_polypolish.region001,RRE-containing,RiPP,458493,476404,17912,CSMAG_3522,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,125709,FAM_14377
CSMAG_5356_contig_101617_polypolish.region001,NRPS.NRPS-like,NRPS,104750,142670,37921,CSMAG_5356,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__JAKEEH01;g__JAKEEH01;s__,410,FAM_00183
CSMAG_3929_contig_48496_polypolish.region001,microviridin,RiPP,136243,157076,20834,CSMAG_3929,d__Bacteria;p__ARS69;c__ARS69;o__ARS69;f__ARS69;g__JALGZO01;s__,125717,FAM_14378
CSMAG_5085_contig_57298_polypolish.region001,NRPS-like,NRPS,197439,238884,41446,CSMAG_5085,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__,125721,FAM_14379
CSMAG_0743_contig_64929_polypolish.region001,terpene,terpene,761286,782194,20909,CSMAG_0743,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__DATBIJ01;s__,125725,FAM_14380
CSMAG_6863_contig_7079_polypolish.region001,terpene,terpene,6579,31516,24938,CSMAG_6863,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__JAIBJN01;s__,73874,FAM_03345
CSMAG_0928_contig_2218_polypolish.region001,acyl_amino_acids,other,154453,214731,60279,CSMAG_0928,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__DATEDA01;s__,12076,FAM_01499
CSMAG_3516_contig_62570_polypolish.region001,NRPS-like,NRPS,65194,107683,42490,CSMAG_3516,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CAWULT01;s__,24597,FAM_02168
CSMAG_6337_contig_22065_polypolish.region001,RRE-containing,RiPP,28985,49908,20924,CSMAG_6337,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__DASUFZ01;s__,125741,FAM_14381
CSMAG_3541_contig_67166_polypolish.region001,hglE-KS,PKS,64879,106825,41947,CSMAG_3541,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__,125745,FAM_14382
CSMAG_6945_contig_37888_polypolish.region001,T3PKS,PKS,94570,135661,41092,CSMAG_6945,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATBSL01;s__,125749,FAM_14383
CSMAG_2506_contig_24622_polypolish.region001,NRPS-like,NRPS,213520,256054,42535,CSMAG_2506,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,21,FAM_00009
CSMAG_3508_contig_22137_polypolish.region001,terpene,terpene,456723,478422,21700,CSMAG_3508,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__,4147,FAM_00833
CSMAG_4408_contig_20243_polypolish.region001,hglE-KS,PKS,367095,411219,44125,CSMAG_4408,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__SZUA-336;f__SZUA-336;g__;s__,125761,FAM_14384
CSMAG_0501_contig_10943_polypolish.region001,redox-cofactor,RiPP,335420,357526,22107,CSMAG_0501,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp035703125,7030,FAM_01133
CSMAG_1502_contig_72480_polypolish.region001,terpene,terpene,19232,40443,21212,CSMAG_1502,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JAPYTK01;s__,18495,FAM_01902
CSMAG_3039_contig_36314.region001,terpene,terpene,20953,41912,20960,CSMAG_3039,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,286,FAM_00153
CSMAG_3472_contig_4001_polypolish.region001,RRE-containing,RiPP,610297,636202,25906,CSMAG_3472,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__JBDSLU01;s__,125777,FAM_14385
CSMAG_7342_contig_28142_polypolish.region001,T3PKS,PKS,56761,97876,41116,CSMAG_7342,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Allosphingosinicella;s__,90394,FAM_03542
CSMAG_6900_contig_6459_polypolish.region001,T3PKS,PKS,207646,248719,41074,CSMAG_6900,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,125785,FAM_14386
CSMAG_6114_contig_13748_polypolish.region001,terpene,terpene,137859,158797,20939,CSMAG_6114,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JADGOC01;s__,125789,FAM_14387
CSMAG_3307_contig_3388_polypolish.region002,T3PKS,PKS,253038,294068,41031,CSMAG_3307,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__JADJPG01;g__;s__,88334,FAM_03520
CSMAG_5073_contig_12905_polypolish.region001,NRPS-like,NRPS,88810,131206,42397,CSMAG_5073,d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__DATNRD01;s__,125797,FAM_14388
CSMAG_2818_contig_5856_polypolish.region001,NRPS,NRPS,1,42417,42417,CSMAG_2818,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JBBJMR01;s__,104224,FAM_03642
CSMAG_6942_contig_37056.region001,NRPS-like.arylpolyene.resorcinol,NRPS.other,42793,96357,53565,CSMAG_6942,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__VBDM01;s__,125805,FAM_14389
CSMAG_0082_contig_4028_polypolish.region001,ranthipeptide,RiPP,51402,72966,21565,CSMAG_0082,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__40CM-4-69-5 sp035457825,50779,FAM_02964
CSMAG_2199_contig_81146_polypolish.region001,arylpolyene,other,51778,95889,44112,CSMAG_2199,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,125826,FAM_14390
CSMAG_1650_contig_6263_polypolish.region001,ranthipeptide,RiPP,351070,372509,21440,CSMAG_1650,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,63420,FAM_03193
CSMAG_1468_contig_4390_polypolish.region001,betalactone,other,340575,368315,27741,CSMAG_1468,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp025935475,1956,FAM_00506
CSMAG_0060_contig_11628_polypolish.region001,T1PKS,PKS,69269,133141,63873,CSMAG_0060,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,18181,FAM_01889
CSMAG_5981_contig_60791_polypolish.region001,RiPP-like,RiPP,12520,23086,10567,CSMAG_5981,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__,125842,FAM_14391
CSMAG_3656_contig_11659_polypolish.region002,T2PKS,PKS,187187,259713,72527,CSMAG_3656,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__,125846,FAM_14392
CSMAG_1992_contig_13616_polypolish.region001,arylpolyene,other,113000,156585,43586,CSMAG_1992,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,1640,FAM_00434
CSMAG_1304_contig_9074_polypolish.region002,ranthipeptide,RiPP,235054,256502,21449,CSMAG_1304,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,38140,FAM_02646
CSMAG_1568_contig_14405_polypolish.region001,RiPP-like,RiPP,170540,182486,11947,CSMAG_1568,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,43434,FAM_02790
CSMAG_0354_contig_4238_polypolish.region002,ranthipeptide,RiPP,1647217,1668659,21443,CSMAG_0354,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__,270,FAM_00140
CSMAG_6487_contig_70671_polypolish.region001,RRE-containing,RiPP,49758,70033,20276,CSMAG_6487,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__JACDCH01;s__,125866,FAM_14393
CSMAG_6918_contig_21316_polypolish.region001,terpene,terpene,3379,17578,14200,CSMAG_6918,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,125870,FAM_14394
CSMAG_7356_contig_36428_polypolish.region001,cyanobactin,RiPP,3458,18893,15436,CSMAG_7356,d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__Entotheonellales;f__Entotheonellaceae;g__SXND01;s__,125874,FAM_14395
CSMAG_4044_contig_74774_polypolish.region001,NRPS-like,NRPS,377037,419007,41971,CSMAG_4044,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__DATJKD01;s__,15391,FAM_01724
CSMAG_4392_contig_7873_polypolish.region001,NRPS-like,NRPS,29200,71830,42631,CSMAG_4392,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JAWKHV01;s__,125882,FAM_14396
CSMAG_4616_contig_32962_polypolish.region001,terpene,terpene,16167,37866,21700,CSMAG_4616,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,37,FAM_00034
CSMAG_2862_contig_5123_polypolish.region001,RRE-containing,RiPP,343212,363571,20360,CSMAG_2862,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__,13401,FAM_01587
CSMAG_7288_contig_14208_polypolish.region001,RiPP-like,RiPP,38734,49564,10831,CSMAG_7288,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__,250,FAM_00131
CSMAG_3249_contig_3112_polypolish.region001,NRPS-like,NRPS,1,41739,41739,CSMAG_3249,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__JBGPEQ01;s__,2589,FAM_00599
CSMAG_5262_contig_8748_polypolish.region001,RRE-containing.lassopeptide,RiPP,393578,416225,22648,CSMAG_5262,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Vineibacter;s__,18310,FAM_01896
CSMAG_5660_contig_30710_polypolish.region001,RRE-containing,RiPP,32525,46521,13997,CSMAG_5660,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAEUPI01;s__,125906,FAM_14397
CSMAG_5749_contig_22882_polypolish.region003,ranthipeptide,RiPP,170358,189073,18716,CSMAG_5749,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATBSL01;s__,125910,FAM_14398
CSMAG_3026_contig_40383_polypolish.region001,betalactone,other,22196,52023,29828,CSMAG_3026,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__DASWYM01;s__,125914,FAM_03741
CSMAG_7014_contig_8309_polypolish.region001,NRPS-like,NRPS,218937,260585,41649,CSMAG_7014,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DATKEI01;s__,15270,FAM_01718
CSMAG_5630_contig_57259_polypolish.region001,indole,other,1,20482,20482,CSMAG_5630,d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__SHYK01;g__;s__,125922,FAM_14399
CSMAG_4806_contig_57017_polypolish.region001,arylpolyene,other,27814,68994,41181,CSMAG_4806,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Caldimonas;s__,21948,FAM_02057
CSMAG_1146_contig_21921_polypolish.region002,T3PKS,PKS,148122,189183,41062,CSMAG_1146,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__CACIAM-22H2;f__CACIAM-22H2;g__DATFES01;s__DATFES01 sp035457725,246,FAM_00128
CSMAG_4646_contig_29640_polypolish.region001,T3PKS,PKS,31832,68047,36216,CSMAG_4646,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__,125934,FAM_14400
CSMAG_6699_contig_28055_polypolish.region001,NRPS-like,NRPS,334716,378843,44128,CSMAG_6699,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__G020349025;f__G020349025;g__DASRJW01;s__,125938,FAM_14401
CSMAG_3852_contig_69366_polypolish.region001,RiPP-like,RiPP,316194,326796,10603,CSMAG_3852,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__20CM-2-55-15;s__,125942,FAM_14402
CSMAG_2497_contig_32765_polypolish.region001,terpene,terpene,138818,161556,22739,CSMAG_2497,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__CAMFLJ01;s__,125946,FAM_14403
CSMAG_7075_contig_32402_polypolish.region001,phosphonate,other,19108,34934,15827,CSMAG_7075,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__,238,FAM_00122
CSMAG_0442_contig_4730_polypolish.region002,RiPP-like,RiPP,435726,447567,11842,CSMAG_0442,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,1746,FAM_00468
CSMAG_4851_contig_1541_polypolish.region001,NRPS-like,NRPS,38443,80119,41677,CSMAG_4851,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__,125958,FAM_14404
CSMAG_0007_contig_4075_polypolish.region001,NRPS-like.terpene,NRPS.terpene,185754,228414,42661,CSMAG_0007,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,6530,FAM_01078
CSMAG_2766_contig_25398_polypolish.region002,NRPS-like,NRPS,144816,189144,44329,CSMAG_2766,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UBA1845;g__SBAX01;s__,125971,FAM_14405
CSMAG_5921_contig_16634_polypolish.region001,terpene,terpene,171973,193735,21763,CSMAG_5921,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__,1398,FAM_00389
CSMAG_6554_contig_97379_polypolish.region001,NRPS,NRPS,1,40260,40260,CSMAG_6554,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,125979,FAM_14406
CSMAG_6341_contig_52288_polypolish.region001,RRE-containing,RiPP,44766,65863,21098,CSMAG_6341,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACDCA01;s__,125983,FAM_14407
CSMAG_7058_contig_49075_polypolish.region001,terpene,terpene,404137,426052,21916,CSMAG_7058,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JAICSD01;s__,22212,FAM_02070
CSMAG_0644_contig_64150_polypolish.region001,LAP.proteusin,RiPP,15606,41384,25779,CSMAG_0644,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SM23-39;g__CAITMJ01;s__,125991,FAM_14408
CSMAG_6787_contig_24538_polypolish.region003,terpene,terpene,143839,170655,26817,CSMAG_6787,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,2910,FAM_00655
CSMAG_7776_contig_24290.region001,betalactone,other,17005,43395,26391,CSMAG_7776,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JACCZX01;s__,8037,FAM_01218
CSMAG_4788_contig_64275_polypolish.region001,NRPS-like,NRPS,159507,202353,42847,CSMAG_4788,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__DASUAL01;s__DASUAL01 sp035763805,126003,FAM_14409
CSMAG_2738_contig_14395_polypolish.region001,NRPS-like,NRPS,262308,297153,34846,CSMAG_2738,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,1362,FAM_00376
CSMAG_3447_contig_7803_polypolish.region001,T3PKS,PKS,6336,47403,41068,CSMAG_3447,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,126011,FAM_14410
CSMAG_4928_contig_82986_polypolish.region001,terpene,terpene,51990,73258,21269,CSMAG_4928,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__,126015,FAM_14411
CSMAG_0948_contig_26239_polypolish.region001,NRPS-like,NRPS,275285,317996,42712,CSMAG_0948,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__,27046,FAM_02258
CSMAG_1071_contig_2862_polypolish.region001,NRPS-like,NRPS,275186,317081,41896,CSMAG_1071,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__DASRWT01 sp035764725,1188,FAM_00339
CSMAG_7030_contig_91923_polypolish.region001,lanthipeptide-class-v,RiPP,1,23903,23903,CSMAG_7030,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,126027,FAM_14412
CSMAG_0160_contig_1463_polypolish.region001,NRPS.NRPS-like.T1PKS,NRPS.PKS,545735,647717,101983,CSMAG_0160,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,126031,FAM_14413
CSMAG_6979_contig_67110_polypolish.region001,LAP,RiPP,1,13544,13544,CSMAG_6979,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__,126048,FAM_14414
CSMAG_1053_contig_101039_polypolish.region002,terpene,terpene,591748,612902,21155,CSMAG_1053,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__QHBQ01;f__JADMIH01;g__JADMIH01;s__,89083,FAM_03527
CSMAG_4620_contig_8387_polypolish.region002,terpene,terpene,96004,116828,20825,CSMAG_4620,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__,126056,FAM_14415
CSMAG_6790_contig_86879_polypolish.region001,RRE-containing.lassopeptide,RiPP,112459,134968,22510,CSMAG_6790,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__DASRJG01;g__DASRJG01;s__,126060,FAM_14416
CSMAG_4858_contig_31123_polypolish.region001,terpene,terpene,20393,41827,21435,CSMAG_4858,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__;s__,11681,FAM_01477
CSMAG_3148_contig_9821_polypolish.region003,NRPS.T1PKS.transAT-PKS,NRPS.PKS,543630,617067,73438,CSMAG_3148,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JACQGI01;s__,105385,FAM_03652
CSMAG_1863_contig_18596_polypolish.region001,NRPS-like,NRPS,21352,63880,42529,CSMAG_1863,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,126077,FAM_14417
CSMAG_1385_contig_108133_polypolish.region001,T3PKS,PKS,126746,167849,41104,CSMAG_1385,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__,2137,FAM_00536
CSMAG_7913_contig_55154_polypolish.region001,T3PKS,PKS,39151,79877,40727,CSMAG_7913,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__JABFXX01;s__,126085,FAM_14418
CSMAG_7661_contig_595_polypolish.region001,betalactone,other,157705,184048,26344,CSMAG_7661,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,4447,FAM_00867
CSMAG_6726_contig_45820_polypolish.region001,T3PKS,PKS,168247,195904,27658,CSMAG_6726,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__JADJPG01;g__;s__,88334,FAM_03520
CSMAG_5711_contig_33660_polypolish.region001,phosphonate,other,108633,120492,11860,CSMAG_5711,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,2437,FAM_00583
CSMAG_5998_contig_520.region002,NRPS-like,NRPS,1610958,1650618,39661,CSMAG_5998,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__,1491,FAM_00413
CSMAG_4600_contig_36696_polypolish.region001,NRPS-like,NRPS,246432,279236,32805,CSMAG_4600,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,126105,FAM_14419
CSMAG_0323_contig_45195_polypolish.region001,T3PKS,PKS,66175,107260,41086,CSMAG_0323,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__DASTBI01;s__DASTBI01 sp035712145,895,FAM_00301
CSMAG_4975_contig_38431_polypolish.region001,RiPP-like.microviridin,RiPP,44352,69289,24938,CSMAG_4975,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXN01;s__,1746,FAM_00468
CSMAG_1008_contig_11423_polypolish.region001,T3PKS,PKS,114269,155303,41035,CSMAG_1008,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp035703125,3363,FAM_00707
CSMAG_0490_contig_2370_polypolish.region001,terpene,terpene,814336,835436,21101,CSMAG_0490,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Rariloculales;f__Rariloculaceae;g__DATBLZ01;s__,17193,FAM_01832
CSMAG_5058_contig_106926.region001,proteusin,RiPP,20362,35422,15061,CSMAG_5058,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,69034,FAM_03282
CSMAG_4219_contig_10901_polypolish.region001,terpene,terpene,95150,116334,21185,CSMAG_4219,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__,11597,FAM_01470
CSMAG_4040_contig_50057_polypolish.region001,T3PKS,PKS,8525,49574,41050,CSMAG_4040,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__,20407,FAM_01980
CSMAG_6437_contig_41475_polypolish.region001,betalactone,other,149045,187119,38075,CSMAG_6437,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,8214,FAM_01234
CSMAG_1022_contig_12375_polypolish.region001,redox-cofactor,RiPP,175288,197356,22069,CSMAG_1022,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__,25188,FAM_02192
