Sample	Mag ID	nbps	Nr contigs	N50	L50	Completeness	Contamination	Quality	Drep_95	Drep_99	S16	S23	S5	Total tRNA	Unique tRNA	GTDB	MIMAG	SGB	ARO	Drug Class	Resistance Mechanism	AMR Gene Family
sample5	sample5_SemiBin_227	3619070	20	216449	7	52.58	0.26	Medium quality	F	T	0	0	0	31	16	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JAKEEH01;g__;s__	F	563_1	NA	NA	NA	NA
sample5	sample5_SemiBin_22	3571919	5	917409	2	85.25	0.0	Medium quality	F	T	1	1	1	46	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	F	2129_1	3000777;3002959	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_23	4585512	21	284666	5	88.0	0.39	Medium quality	T	T	1	1	1	48	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	F	2088_1	3002956;3002972;3000777;3007015	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic,disinfecting agents and antiseptics	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,small multidrug resistance (SMR) antibiotic efflux pump,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_24	5488753	24	272012	7	87.26	2.52	Medium quality	F	T	1	1	1	44	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__FEN-1219;s__	F	2049_1	3002956;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_25	6245468	24	333492	5	89.3	5.42	Medium quality	F	T	0	0	0	34	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__2-12-FULL-66-21;s__	F	1425_1	NA	NA	NA	NA
sample5	sample5_SemiBin_26	4626453	26	228036	8	84.01	0.61	Medium quality	T	T	1	1	1	39	19	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__	F	2735_1	3003395	aminoglycoside antibiotic	antibiotic target alteration	antibiotic-resistant rpsL
sample5	sample5_SemiBin_27	3077908	7	548998	3	90.13	0.21	High quality	F	F	1	1	1	48	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-544;s__	T	920_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_28	3791607	21	273734	5	88.34	5.76	Medium quality	F	T	1	1	0	57	20	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	764_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_29	5160314	9	821952	2	94.66	1.34	High quality	F	T	1	1	1	36	18	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	T	393_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_2	6275159	11	625854	4	98.7	0.4	High quality	F	F	1	1	1	85	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	T	414_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_303	4498992	27	198208	8	63.26	7.69	Medium quality	T	T	0	0	0	27	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__	F	1359_0	NA	NA	NA	NA
sample5	sample5_SemiBin_30	6877314	23	480617	6	91.69	7.53	Medium quality	F	T	1	1	2	62	20	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	392_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_31	6660696	41	347331	6	88.53	7.85	Medium quality	F	T	1	1	1	45	17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__WYBJ01;g__;s__	F	2180_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_32	5372395	17	401957	5	84.8	0.05	Medium quality	T	T	1	1	1	27	15	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1283_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_33	4750481	14	469144	4	90.34	6.81	Medium quality	T	T	1	1	1	48	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-12-FULL-65-11;s__	F	1195_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_34	3536834	10	644880	3	89.06	1.82	Medium quality	F	F	1	1	1	43	18	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__JAKEHA01;g__JAKEHA01;s__	F	1551_3	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_35	6817005	35	241704	8	91.77	4.25	High quality	F	T	1	1	1	39	18	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	T	1847_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_36	6988158	41	272542	10	89.65	9.31	Medium quality	F	T	0	0	1	46	19	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	F	679_1	3002972;3002909	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase,glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_37	7028873	26	342713	5	92.88	2.53	High quality	T	T	1	1	1	42	20	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	T	51_13	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_38	4980489	20	439471	5	90.1	3.38	High quality	F	T	1	1	1	48	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	T	1281_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_39	5466747	12	606048	4	84.94	3.5	Medium quality	T	T	0	0	0	38	19	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	F	640_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_3	3992465	2	2326142	1	99.76	0.38	High quality	T	T	1	1	1	47	19	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-8;s__	T	1535_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_40	6483243	27	381341	6	91.24	9.42	Medium quality	T	T	1	1	1	55	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	F	1475_2	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_41	3236938	32	142842	8	86.26	5.83	Medium quality	F	T	1	1	1	42	19	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	F	695_2	3002972;3002943	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_42	4233377	30	194856	7	80.56	7.69	Medium quality	F	T	1	1	1	40	19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	F	2332_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_43	10014246	144	96632	34	78.07	6.68	Medium quality	T	T	1	1	4	45	19	d__Bacteria;p__Chloroflexota;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__	F	283_0	3002972;3002961	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_44	6241333	16	496250	5	86.02	1.01	Medium quality	F	T	0	0	0	42	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1372_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_45	5151439	42	140893	12	81.49	6.17	Medium quality	F	T	0	0	0	40	17	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR31;s__	F	1860_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_46	5650394	36	227420	9	65.13	3.0	Medium quality	T	T	0	0	0	52	16	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	F	2562_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_47	3983631	32	167564	9	81.19	1.83	Medium quality	T	T	0	0	0	35	15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__	F	2317_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_48	7348000	10	803070	4	84.3	2.86	Medium quality	T	T	1	1	1	47	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1093_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_49	3152931	27	204890	6	63.67	0.32	Medium quality	F	T	1	2	2	51	20	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__SZUA-252;s__	F	1560_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_4	6135287	18	506718	5	99.07	0.62	High quality	F	T	1	1	1	41	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	T	1049_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_50	5141446	25	254460	8	85.05	5.89	Medium quality	T	T	1	1	1	48	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	F	721_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_51	6173256	22	284317	7	83.28	0.58	Medium quality	F	T	0	0	1	35	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1273_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_52	3610811	35	135327	10	67.26	3.1	Medium quality	F	T	0	0	0	34	16	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__SYSU-D60009;s__	F	2512_8	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_53	2590228	17	256389	4	77.19	0.59	Medium quality	F	T	1	1	1	43	18	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	F	691_1	NA	NA	NA	NA
sample5	sample5_SemiBin_54	10036073	109	127692	26	65.95	4.53	Medium quality	F	T	0	0	0	71	20	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	F	1622_1	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_55	5520857	31	295572	8	74.59	2.47	Medium quality	T	T	1	1	1	48	19	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__JAHEJV01;s__	F	1942_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_56	5238526	37	234374	7	89.57	6.94	Medium quality	F	T	1	1	1	48	20	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1833_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_57	5750002	17	515654	5	87.88	1.91	Medium quality	F	F	1	1	2	36	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__	F	1370_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_58	2475729	11	309675	3	75.7	0.03	Medium quality	F	T	1	1	1	39	18	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__P2-11E;f__P2-11E;g__CF-39;s__	F	2044_1	3003724;3002961	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,vanY; glycopeptide resistance gene cluster
sample5	sample5_SemiBin_59	4449560	62	111035	13	62.01	2.89	Medium quality	F	T	1	1	0	42	18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__	F	933_4	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_5	5048841	7	1176370	2	96.64	0.66	High quality	T	T	1	1	1	55	20	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__;g__;s__	T	709_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_60	3026679	45	91563	13	73.75	5.19	Medium quality	F	T	0	0	0	37	17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	F	2329_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_61	4758396	26	240280	8	73.05	4.14	Medium quality	T	T	1	1	0	75	19	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA11358;g__SCTL01;s__	F	558_0	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_62	5353212	30	218244	9	71.52	4.88	Medium quality	F	T	2	1	1	43	20	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__JAEUHS01;s__	F	2590_1	NA	NA	NA	NA
sample5	sample5_SemiBin_63	7935101	63	186683	14	74.21	4.24	Medium quality	T	T	1	1	1	73	20	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__;s__	F	885_1	3007015	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump
sample5	sample5_SemiBin_64	1760410	9	371753	2	58.67	0.46	Medium quality	T	T	1	1	1	29	16	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAJNBA01;s__	F	2723_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_65	5404079	37	187097	10	71.32	1.28	Medium quality	T	T	1	1	1	37	17	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1845_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_66	4957853	21	282302	5	88.06	0.54	Medium quality	F	T	0	0	0	36	16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAGVSZ01;s__	F	2298_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_68	5319489	20	367751	5	80.13	1.37	Medium quality	F	T	0	0	1	39	19	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACDCA01;s__	F	1431_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample5	sample5_SemiBin_69	6095171	57	168447	11	65.09	3.51	Medium quality	T	T	0	0	0	49	19	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__	F	1972_10	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_6	5794502	4	2488494	2	94.96	0.54	High quality	T	T	1	1	1	49	20	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__	T	1915_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_70	3542106	57	76156	15	63.56	3.29	Medium quality	T	T	0	0	1	40	19	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	F	899_0	NA	NA	NA	NA
sample5	sample5_SemiBin_71	6742093	61	148941	15	70.08	3.8	Medium quality	T	T	1	1	1	40	18	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__SXWH01;s__	F	783_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_72	2017702	9	432106	2	59.64	0.07	Medium quality	T	T	0	0	0	31	15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABQT01;s__	F	2316_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_73	3817067	16	278458	5	72.06	0.97	Medium quality	F	T	0	0	0	25	12	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	F	1308_3	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_74	6547768	81	107191	22	63.27	3.32	Medium quality	T	T	1	1	1	69	19	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__JAJVID01;s__	F	447_3	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample5	sample5_SemiBin_75	6691690	115	81786	26	58.2	6.89	Medium quality	T	T	2	1	1	46	18	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__JADZDL01;s__	F	2591_0	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
